strategy,CAGR,Sharpe,MaxDrawdown,TotalReturn
long_only_threshold_RF,0.05209190894596964,0.4748,-0.376673883503174,0.2623326402210793
long_only_threshold_DT,0.0465776825754637,0.4163,-0.387640080790573,0.23294858425586152
